molecule	gene	start	end	strand	orientation
3L	FBgn0261274_Ero1L	4170404	4173789	forward	1
2R	FBgn0261276_Opa1	14230611	14235449	reverse	0
X	FBgn0261277_rtv	11152484	11153990	reverse	0
2L	FBgn0261278_grp	16680054	16699926	forward	1
3R	FBgn0261279_lqfR	22411301	22419051	forward	1
3L	FBgn0261283_SREBP	19793935	19798979	forward	1
X	FBgn0261284_bou	6986486	6987188	forward	1
3R	FBgn0261285_Ppcs	19139054	19147910	reverse	0
3R	FBgn0261286_Mat89Ba	16268329	16272415	reverse	0
3R	FBgn0261287_ymp	25591502	25609127	reverse	0
3R	FBgn0261289_CheB98a	28806702	28807501	forward	1
3R	FBgn0261290_CheA84a	8204195	8204830	reverse	0
3R	FBgn0261291_CheA86a	11144346	11145235	reverse	0
2R	FBgn0261292_CheB53a	16466709	16467522	forward	1
2R	FBgn0261293_CheB53b	16468209	16468934	forward	1
3L	FBgn0261294_CheB74a	17719193	17719854	reverse	0
3L	FBgn0261341_verm	19690033	19695260	reverse	0
2L	FBgn0261349_Mst36Fb	18673363	18675094	reverse	0
3L	FBgn0261353_Ccdc56	11708979	11710570	forward	1
3R	FBgn0261356_CG42633	10780965	10782267	reverse	0
2L	FBgn0261357_CG42634	18007935	18008962	forward	1
2L	FBgn0261358_CG42635	18007935	18008962	forward	1
3L	FBgn0261360_CG42637	19719527	19793569	reverse	0
3L	FBgn0261361_CG42638	19745834	19749744	reverse	0
2R	FBgn0261363_PPO3	23064769	23067183	forward	1
2R	FBgn0261373_CG33228	24668411	24669330	reverse	0
3R	FBgn0261380_mRpL37	10782563	10784092	reverse	0
3L	FBgn0261381_mtTFB1	11708979	11710570	forward	1
2R	FBgn0261385_scra	7590119	7595242	forward	1
Unmapped_Scaffold_8_D1580_D1567	FBgn0261386_Gpa2	3093	3557	reverse	0
2R	FBgn0261387_CG17528	4815426	4824319	reverse	0
3R	FBgn0261393_alpha-Est5	7533496	7536390	reverse	0
2R	FBgn0261394_Prosalpha3	20994900	20996118	forward	1
3R	FBgn0261395_Prosalpha3T	31122527	31123415	reverse	0
2L	FBgn0261396_Rpn3	19051790	19053681	forward	1
2R	FBgn0261397_didum	7500147	7508625	forward	1
Y	FBgn0261399_Pp1-Y1	9833	10786	forward	1
3L	FBgn0261401_Ir75c	17820493	17822834	reverse	0
3L	FBgn0261402_Ir75b	17818073	17820193	reverse	0
2R	FBgn0261403_sxc	5307288	5329555	forward	1
2R	FBgn0261429_lncRNA:CR42646	5363253	5367357	forward	1
3R	FBgn0261434_hkb	4345015	4346646	reverse	0
3R	FBgn0261436_DhpD	4227387	4229238	reverse	0
2L	FBgn0261437_CSN8	8364855	8365663	forward	1
2R	FBgn0261439_SdhA	19391863	19395971	reverse	0
X	FBgn0261444_CG3638	1215289	1236684	reverse	0
3L	FBgn0261445_sgl	6959554	6964758	reverse	0
X	FBgn0261446_CG13377	258335	263999	reverse	0
3R	FBgn0261452_scaRNA:MeU2-G25	24237166	24237284	forward	1
3R	FBgn0261453_scaRNA:MeU2-C41	7921952	7922073	forward	1
3L	FBgn0261454_scaRNA:MeU4-A65	17628057	17628203	forward	1
3R	FBgn0261455_scaRNA:MeU5-G38	22036343	22036443	forward	1
2R	FBgn0261456_hpo	19493996	19496856	reverse	0
2L	FBgn0261458_capt	1151678	1158262	reverse	0
X	FBgn0261461_RhoGAP18B	19136107	19167082	reverse	0
2R	FBgn0261477_slim	18440965	18445526	forward	1
3R	FBgn0261479_nero	31746445	31747558	reverse	0
2R	FBgn0261501_CG42649	17599389	17599607	reverse	0
3R	FBgn0261502_CG42650	7391413	7392280	forward	1
3R	FBgn0261503_lncRNA:CR42651	6808796	6816379	reverse	0
3R	FBgn0261504_7SLRNA:CR42652	6820131	6820429	reverse	0
2R	FBgn0261505_CR42653	1207416	1209312	forward	1
3L	FBgn0261506_CG42654	19953794	19954526	reverse	0
3L	FBgn0261507_CG42655	19952971	19953712	reverse	0
3R	FBgn0261508_CG42656	7492961	7493271	reverse	0
2L	FBgn0261509_haf	1555129	1609389	forward	1
2L	FBgn0261514_NimA	13957539	13963381	forward	1
X	FBgn0261522_lncRNA:CR42657	9688189	9689295	forward	1
2L	FBgn0261523_CG42658	2287025	2287907	reverse	0
X	FBgn0261524_lic	13091145	13093986	forward	1
3L	FBgn0261526_NT1	4501652	4508433	reverse	0
2L	FBgn0261529_ms(2)34Fe	14328429	14333860	forward	1
3L	FBgn0261530_nbs	9720414	9723194	reverse	0
2L	FBgn0261531_CG42659	18007360	18007842	forward	1
3R	FBgn0261532_cdm	18179275	18183479	reverse	0
2L	FBgn0261534_l(2)34Fc	14349020	14351513	reverse	0
2L	FBgn0261535_l(2)34Fd	14352594	14355085	reverse	0
3L	FBgn0261536_CG42660	7465509	7468808	forward	1
3L	FBgn0261537_CG42661	7465509	7468808	forward	1
2R	FBgn0261538_CG42662	15698726	15701696	reverse	0
2R	FBgn0261545_CG42663	12705172	12751545	forward	1
3L	FBgn0261547_Exn	16970013	16994388	forward	1
X	FBgn0261549_rdgA	8907068	9029476	forward	1
3R	FBgn0261550_Orp8	20309344	20324196	forward	1
3R	FBgn0261552_ps	9417940	9455500	forward	1
3L	FBgn0261553_CG42671	11214505	11230745	forward	1
2R	FBgn0261554_Arms	21295652	21310411	forward	1
3L	FBgn0261555_CG42673	9547220	9596713	forward	1
3L	FBgn0261556_CG42674	20149614	20198317	reverse	0
2L	FBgn0261560_Thor	3478434	3479612	forward	1
3R	FBgn0261561_CG42675	5813609	5818820	forward	1
3L	FBgn0261562_CG42676	1803107	1806920	forward	1
2L	FBgn0261563_wb	14263027	14328262	forward	1
2R	FBgn0261564_ReepA	22925107	22932044	forward	1
3L	FBgn0261565_Lmpt	16865295	16922487	forward	1
2L	FBgn0261566_CG42680	14587920	14588234	reverse	0
2L	FBgn0261567_CG42681	14744421	14744817	forward	1
2L	FBgn0261568_CG42682	14842358	14843108	forward	1
X	FBgn0261570_raskol	17710144	17752007	forward	1
2L	FBgn0261571_CG42685	14724617	14730177	reverse	0
X	FBgn0261573_CoRest	19521929	19530896	forward	1
3L	FBgn0261574_kug	20005301	20024607	forward	1
3R	FBgn0261575_tobi	25344761	25346921	reverse	0
2R	FBgn0261580_CG42690	19944263	19945877	reverse	0
2R	FBgn0261581_CG42691	19945731	19946814	reverse	0
2L	FBgn0261582_CG42692	14008101	14008820	forward	1
3R	FBgn0261583_CG42693	31707870	31708340	reverse	0
2R	FBgn0261584_CG42694	22941877	22945147	forward	1
2L	FBgn0261586_lncRNA:CR42696	21326660	21327114	forward	1
2R	FBgn0261587_CG42697	18611645	18612730	reverse	0
2R	FBgn0261588_pdm3	8327490	8396280	forward	1
X	FBgn0261592_RpS6	7899624	7901331	reverse	0
2R	FBgn0261596_RpS24	22640526	22641419	reverse	0
2L	FBgn0261597_RpS26	18441335	18443277	reverse	0
3R	FBgn0261599_RpS29	9778042	9779528	forward	1
3L	FBgn0261602_RpL8	2587456	2588883	forward	1
2L	FBgn0261608_RpL37A	5070957	5072055	forward	1
X	FBgn0261609_eIF2alpha	16445176	16446993	reverse	0
X	FBgn0261610_Cep162	5764553	5789576	forward	1
2R	FBgn0261611_CG42700	12279771	12300795	forward	1
2R	FBgn0261612_CngA	16243145	16259805	reverse	0
2R	FBgn0261614_CG42703	23101232	23101777	reverse	0
X	FBgn0261615_CG42704	7412668	7413296	forward	1
X	FBgn0261616_CG42705	7413869	7414662	forward	1
X	FBgn0261617_nej	9665442	9687066	reverse	0
3R	FBgn0261618_larp	28318162	28336440	reverse	0
X	FBgn0261624_I-3	20881814	20882626	reverse	0
2R	FBgn0261625_Gls	12670483	12679593	reverse	0
2L	FBgn0261627_CG42710	8781799	8782500	reverse	0
2L	FBgn0261628_CG42711	13930322	13931362	reverse	0
2L	FBgn0261630_CG42713	8891440	8892180	forward	1
3L	FBgn0261631_CG42714	6233491	6234056	reverse	0
2R	FBgn0261632_lncRNA:CR42715	14639361	14639762	forward	1
3L	FBgn0261633_CG42716	16033778	16034170	forward	1
3L	FBgn0261634_CG42717	16032762	16033190	reverse	0
3L	FBgn0261635_CG42718	16320830	16321272	reverse	0
3L	FBgn0261636_lncRNA:CR42719	615627	616646	reverse	0
3R	FBgn0261638_lncRNA:CR42721	6767050	6779728	forward	1
3L	FBgn0261639_CR42722	24546138	24546986	forward	1
3L	FBgn0261640_CR42723	24549636	24550445	forward	1
3R	FBgn0261641_CG42724	6361672	6368288	reverse	0
2L	FBgn0261647_Axud1	2365345	2370137	forward	1
2L	FBgn0261648_salm	11434311	11445614	reverse	0
3R	FBgn0261649_tinc	17811541	17872507	forward	1
2L	FBgn0261671_tweek	16888490	16917052	forward	1
2R	FBgn0261673_nemy	12659497	12670219	reverse	0
3L	FBgn0261674_CG42709	12790192	12796084	forward	1
X	FBgn0261675_Npc1b	20934869	20939503	forward	1
3R	FBgn0261679_CG42726	15348048	15350391	forward	1
3R	FBgn0261680_CG42727	15348048	15350391	forward	1
3L	FBgn0261681_CG42728	15527620	15528196	reverse	0
3L	FBgn0261682_CG42729	15526910	15527516	reverse	0
2L	FBgn0261683_B9d2	6127872	6130651	reverse	0
2R	FBgn0261686_CG42733	10356171	10356800	reverse	0
2L	FBgn0261697_tctn	6127872	6130651	reverse	0
2R	FBgn0261698_SLO2	10322195	10416996	reverse	0
2R	FBgn0261700_lncRNA:CR42736	18377487	18378196	forward	1
3R	FBgn0261702_asRNA:CR42738	7143487	7144295	forward	1
X	FBgn0261703_gce	15297766	15319074	forward	1
3R	FBgn0261704_CG42740	30418767	30422971	reverse	0
2R	FBgn0261705_CG42741	23011078	23042943	reverse	0
2R	FBgn0261706_asRNA:CR42742	22985374	22986549	forward	1
2L	FBgn0261707_asRNA:CR42743	11531966	11534547	reverse	0
2L	FBgn0261709_lncRNA:CR42746	12543176	12544343	forward	1
X	FBgn0261710_nocte	10461865	10474675	reverse	0
3R	FBgn0261714_Cpn	12162887	12166186	reverse	0
3L	FBgn0261722_fwe	15810081	15816410	reverse	0
3L	FBgn0261723_Dbx	1921307	1933602	forward	1
2R	FBgn0261786_mi	23523856	23528260	forward	1
2L	FBgn0261787_brun	20650755	20656178	reverse	0
3L	FBgn0261788_Ank2	7655389	7718395	reverse	0
3R	FBgn0261789_SmD2	6345000	6345911	reverse	0
2L	FBgn0261790_SmE	7884930	7885450	reverse	0
X	FBgn0261791_SNRPG	16639810	16640419	reverse	0
3R	FBgn0261792_snRNP-U1-C	18982964	18983650	reverse	0
X	FBgn0261793_Trf2	8409272	8433011	forward	1
2R	FBgn0261794_kcc	23907654	23925066	forward	1
3L	FBgn0261797_Dhc64C	4807368	4825687	reverse	0
3L	FBgn0261799_dsx-c73A	16422795	16451958	reverse	0
2L	FBgn0261800_LanB1	7811438	7820771	forward	1
3L	FBgn0261801_CG42747	6400590	6485964	forward	1
2L	FBgn0261802_CG42748	22131221	22166221	forward	1
X	FBgn0261803_CG42749	5296066	5306288	forward	1
2L	FBgn0261804_CG42750	18159811	18275770	reverse	0
2L	FBgn0261805_CG42751	11853430	11853925	forward	1
2L	FBgn0261806_CG42752	18739320	18740110	reverse	0
2R	FBgn0261807_CG42753	19635279	19635941	forward	1
3R	FBgn0261808_cu	11197592	11208633	forward	1
X	FBgn0261811_pico	19830215	19852059	reverse	0
3L	FBgn0261813_lncRNA:CR42755	11382808	11384258	reverse	0
3R	FBgn0261814_lncRNA:CR42756	13438587	13439209	reverse	0
3L	FBgn0261816_CG42758	14567440	14568133	forward	1
3R	FBgn0261817_CG42759	10143070	10143483	forward	1
2L	FBgn0261822_Bsg	8083420	8116531	forward	1
2R	FBgn0261823_Asx	14503958	14512493	forward	1
2L	FBgn0261830_CG42762	8143401	8144047	reverse	0
2L	FBgn0261831_CG42763	8144391	8145107	reverse	0
3L	FBgn0261832_CG42764	20464714	20466041	reverse	0
3R	FBgn0261833_lncRNA:CR42765	26324499	26325294	reverse	0
X	FBgn0261834_CG42766	15976868	15977660	forward	1
X	FBgn0261835_lncRNA:CR42767	9557539	9558466	reverse	0
2L	FBgn0261836_Msp300	5100877	5207002	forward	1
3R	FBgn0261837_pre-mod(mdg4)-T	21360176	21362131	forward	1
3R	FBgn0261838_pre-mod(mdg4)-Z	21360176	21362131	forward	1
3R	FBgn0261839_pre-mod(mdg4)-Y	21365609	21368279	forward	1
3R	FBgn0261840_pre-mod(mdg4)-X	21365609	21369330	forward	1
3R	FBgn0261841_pre-mod(mdg4)-AD	21365609	21368279	forward	1
3R	FBgn0261842_pre-mod(mdg4)-AE	21365609	21368279	forward	1
3R	FBgn0261843_pre-mod(mdg4)-W	21365609	21370249	forward	1
3R	FBgn0261844_pre-mod(mdg4)-V	21365609	21370249	forward	1
3R	FBgn0261845_pre-mod(mdg4)-U	21365609	21370249	forward	1
3R	FBgn0261847_CG42779	17121577	17122087	forward	1
X	FBgn0261848_CG42780	7331265	7332191	reverse	0
X	FBgn0261849_CG42781	7382733	7382990	reverse	0
2R	FBgn0261850_Xpd	21171001	21174504	forward	1
2R	FBgn0261853_CG42782	12418797	12419395	reverse	0
2R	FBgn0261854_aPKC	14944458	14962969	reverse	0
2R	FBgn0261856_CR42785	7000154	7001696	forward	1
3R	FBgn0261857_CR42786	20734748	20735323	forward	1
3L	FBgn0261858_Mzt1	2389265	2389650	forward	1
3R	FBgn0261859_CG42788	15095957	15131926	reverse	0
3R	FBgn0261860_CG42789	26783609	26784208	reverse	0
3R	FBgn0261861_lncRNA:CR42790	26784338	26785753	forward	1
2R	FBgn0261862_whd	10469473	10478567	reverse	0
2L	FBgn0261871_dpr2	10917015	10964153	reverse	0
3L	FBgn0261872_scaf6	17036859	17042574	reverse	0
X	FBgn0261873_sdt	8178549	8240474	forward	1
2L	FBgn0261881_Ankrd49	15006583	15007431	reverse	0
3R	FBgn0261885_osa	17687818	17718350	reverse	0
2L	FBgn0261924_lncRNA:CR42791	15863200	15863663	forward	1
2L	FBgn0261925_CG42792	15864929	15865461	reverse	0
X	FBgn0261927_lncRNA:CR42794	5697123	5697660	forward	1
3R	FBgn0261928_CG42795	10225690	10251277	forward	1
3R	FBgn0261929_5-HT2B	8578205	8629996	forward	1
X	FBgn0261930_vnd	582121	598151	forward	1
X	FBgn0261931_Hecw	9608946	9623243	forward	1
3R	FBgn0261932_CG42798	17406678	17407534	forward	1
3L	FBgn0261933_SmD1	12733364	12734611	reverse	0
3L	FBgn0261934_dikar	6728800	6743164	reverse	0
2L	FBgn0261938_PolrMT	1103254	1108373	reverse	0
3L	FBgn0261952_srw	4282956	4283478	reverse	0
3L	FBgn0261953_TfAP-2	21586828	21613349	forward	1
X	FBgn0261954_east	2010860	2024647	forward	1
X	FBgn0261955_Cs1	6350629	6361323	forward	1
2L	FBgn0261963_mid	5461639	5467610	forward	1
2R	FBgn0261973_snoRNA:CD63a	24185824	24185911	forward	1
2R	FBgn0261974_snoRNA:CD63b	24186063	24186151	forward	1
2R	FBgn0261975_CG42806	13964653	13965455	forward	1
2L	FBgn0261976_Psf2	4386182	4387356	reverse	0
2L	FBgn0261983_l(2)gd1	11106943	11110851	forward	1
3R	FBgn0261984_Ire1	19853908	19861291	reverse	0
3L	FBgn0261985_Ptpmeg	328097	356050	forward	1
3R	FBgn0261986_RASSF8	25661795	25665640	forward	1
3R	FBgn0261987_Pxt	17719454	17722955	forward	1
3R	FBgn0261988_Gprk2	31405245	31457873	forward	1
2R	FBgn0261989_CG42807	13570595	13572759	reverse	0
2R	FBgn0261990_CG42808	13573618	13574257	reverse	0
2L	FBgn0261991_CG42809	13457497	13458073	forward	1
2L	FBgn0261992_CG42810	13459681	13460183	forward	1
3R	FBgn0261993_CG42811	24366527	24367220	reverse	0
3R	FBgn0261994_CG42812	24367360	24368164	reverse	0
3R	FBgn0261995_CG42813	27227070	27228561	reverse	0
3R	FBgn0261996_CG42814	27228673	27229468	reverse	0
3L	FBgn0261997_CG42815	17791079	17791486	reverse	0
3L	FBgn0261998_CG42816	17792088	17797594	reverse	0
2L	FBgn0261999_Ca-Ma2d	16231475	16241527	forward	1
2L	FBgn0262000_CG42818	16241939	16245559	forward	1
2L	FBgn0262001_CG42819	8388728	8389331	reverse	0
2L	FBgn0262002_CG42820	8389881	8392398	reverse	0
3R	FBgn0262003_CG42821	17413077	17413639	forward	1
3R	FBgn0262004_CG42822	17413901	17414607	forward	1
3R	FBgn0262005_CG42823	17404487	17405109	reverse	0
3R	FBgn0262006_CG42824	17406048	17406511	reverse	0
3L	FBgn0262007_Srg2	10095754	10098115	reverse	0
3L	FBgn0262008_CG42826	10099357	10100881	reverse	0
3R	FBgn0262009_CG42827	23372924	23373600	forward	1
3R	FBgn0262010_CG42828	23373703	23374245	forward	1
2L	FBgn0262017_CG42830	17811953	17812672	reverse	0
2L	FBgn0262018_CadN2	17786971	17875247	reverse	0
3L	FBgn0262020_CG42831	10814819	10816084	forward	1
3L	FBgn0262021_CG42832	11610135	11610386	forward	1
3L	FBgn0262022_CG42833	20200093	20200487	forward	1
3R	FBgn0262023_CG42834	17418759	17419294	forward	1
3R	FBgn0262024_CG42835	17420638	17420989	forward	1
3R	FBgn0262025_lncRNA:CR42836	20139148	20139921	reverse	0
2R	FBgn0262026_CG42837	16197042	16199378	forward	1
3L	FBgn0262027_CR42838	19424702	19424926	forward	1
3R	FBgn0262028_lncRNA:CR42839	16004321	16008073	reverse	0
2L	FBgn0262029_dachs	8466817	8488671	forward	1
3L	FBgn0262030_CG42841	2003109	2005651	reverse	0
3L	FBgn0262031_CR42842	19478284	19478670	forward	1
2L	FBgn0262033_lncRNA:CR42844	9304437	9305007	reverse	0
3L	FBgn0262035_CG42846	230971	231604	reverse	0
2L	FBgn0262036_CG42847	9427870	9428740	forward	1
3L	FBgn0262057_Spn77Ba	20317190	20320116	forward	1
3R	FBgn0262081_Csk	11633278	11650706	reverse	0
2L	FBgn0262097_lncRNA:CR42850	5379095	5381074	reverse	0
2R	FBgn0262098_CG42851	24809325	24810107	forward	1
3L	FBgn0262099_CG42852	16755489	16755720	forward	1
3L	FBgn0262100_CG42853	18120932	18121989	reverse	0
X	FBgn0262101_CG42854	17245353	17247016	reverse	0
2R	FBgn0262102_CG42855	18687372	18688641	forward	1
2R	FBgn0262103_Sik3	18688132	18705805	forward	1
3R	FBgn0262104_CG42857	9820514	9821191	reverse	0
3R	FBgn0262105_lncRNA:CR42858	9824085	9824864	reverse	0
2L	FBgn0262106_lncRNA:CR42859	2245230	2247383	forward	1
3L	FBgn0262107_asRNA:CR42860	2088166	2089626	forward	1
X	FBgn0262108_lncRNA:CR42861	13744928	13745476	forward	1
3L	FBgn0262109_lncRNA:CR42862	224106	230964	forward	1
X	FBgn0262111_f	17232942	17280964	forward	1
3R	FBgn0262112_sro	29794597	29795805	forward	1
2R	FBgn0262114_RanBPM	10429708	10436581	forward	1
2R	FBgn0262115_CG17683	4130974	4133484	forward	1
2R	FBgn0262116_RNASEK	4186835	4188127	reverse	0
2R	FBgn0262117_IntS3	4235779	4242934	reverse	0
2R	FBgn0262123_l(2)41Ab	1349392	1443935	forward	1
2R	FBgn0262124_uex	3900285	3949425	reverse	0
3R	FBgn0262125_Sec23	5649065	5652629	forward	1
2L	FBgn0262126_Sec24CD	2231106	2236844	reverse	0
3R	FBgn0262127_kibra	14697689	14724261	reverse	0
3L	FBgn0262139_trh	366524	392633	reverse	0
2L	FBgn0262140_CG42866	19961224	19961685	reverse	0
2R	FBgn0262141_CG42867	22665646	22666145	forward	1
2R	FBgn0262142_lncRNA:CR42868	22666359	22666764	forward	1
3R	FBgn0262143_CG42869	21736513	21736849	reverse	0
3R	FBgn0262144_CG42870	21736933	21737364	reverse	0
3R	FBgn0262146_MtnE	20534021	20534704	reverse	0
2L	FBgn0262148_lncRNA:CR42874	1989450	1990894	forward	1
3R	FBgn0262149_CR42875	7128087	7129166	forward	1
2L	FBgn0262150_CG42876	15810571	15812141	reverse	0
2L	FBgn0262160_CG9932	13021868	13060140	reverse	0
X	FBgn0262163_betaNACtes5	15576355	15576964	forward	1
2R	FBgn0262166_caly	16194062	16196333	reverse	0
3R	FBgn0262167_ana1	24530576	24536395	forward	1
2R	FBgn0262169_magu	10052541	10063712	forward	1
2R	FBgn0262170_CG42878	19587301	19587763	forward	1
2R	FBgn0262172_mir-307b	9621234	9621353	forward	1
3R	FBgn0262174_mir-993	6776333	6776451	forward	1
2L	FBgn0262177_mir-375	857542	857632	forward	1
X	FBgn0262178_mir-981	1788861	1788957	reverse	0
3R	FBgn0262180_mir-2283	9517524	9517599	forward	1
X	FBgn0262181_mir-972	19551152	19551242	forward	1
3L	FBgn0262182_mir-957	22518196	22518291	reverse	0
3R	FBgn0262185_mir-995	20735923	20736012	forward	1
X	FBgn0262187_mir-970	12636336	12636430	forward	1
3L	FBgn0262189_mir-2500	16998457	16998524	reverse	0
2L	FBgn0262191_mir-2497	16678240	16678335	forward	1
2L	FBgn0262194_mir-2489	13609974	13610068	forward	1
2L	FBgn0262200_mir-962	5641298	5641389	forward	1
X	FBgn0262201_mir-973	19551528	19551628	forward	1
2L	FBgn0262203_mir-967	12460004	12460100	reverse	0
2R	FBgn0262204_mir-2279	2552170	2552282	reverse	0
2L	FBgn0262205_mir-932	6902062	6902152	forward	1
X	FBgn0262210_mir-927	15965947	15966038	reverse	0
2R	FBgn0262211_mir-2498	20584709	20584820	reverse	0
2L	FBgn0262213_mir-2495	5068570	5068684	forward	1
3R	FBgn0262214_mir-929	4295369	4295456	forward	1
2R	FBgn0262215_mir-989	14145351	14145524	reverse	0
X	FBgn0262216_mir-974	19551678	19551778	forward	1
2R	FBgn0262220_mir-987	9313023	9313116	reverse	0
X	FBgn0262222_mir-971	13062072	13062167	forward	1
3R	FBgn0262223_mir-994	10408137	10408227	forward	1
2R	FBgn0262227_mir-991	20585200	20585295	reverse	0
X	FBgn0262228_mir-975	19558753	19558843	forward	1
3R	FBgn0262233_mir-2494	16618766	16618882	forward	1
X	FBgn0262235_mir-983-1	4368309	4368399	reverse	0
X	FBgn0262237_mir-2491	22833440	22833583	reverse	0
2L	FBgn0262239_mir-961	5641191	5641279	forward	1
2L	FBgn0262243_mir-964	5642102	5642201	forward	1
3L	FBgn0262249_mir-958	22669289	22669380	reverse	0
X	FBgn0262251_mir-977	19559022	19559120	forward	1
2L	FBgn0262252_mir-965	243035	243141	reverse	0
2L	FBgn0262256_mir-959	5640940	5641037	forward	1
3L	FBgn0262260_mir-2282	3412145	3412251	reverse	0
X	FBgn0262263_mir-969	18124357	18124450	forward	1
X	FBgn0262266_mir-980	280172	280269	reverse	0
3L	FBgn0262269_mir-955	3299055	3299151	forward	1
2L	FBgn0262272_mir-1002	13747609	13747697	reverse	0
2L	FBgn0262275_mir-2280	1831685	1831799	reverse	0
X	FBgn0262279_mir-983-2	4368483	4368581	reverse	0
X	FBgn0262282_mir-984	4368646	4368735	reverse	0
X	FBgn0262283_mir-985	16191254	16191339	reverse	0
3R	FBgn0262286_mir-1001	27642466	27642555	reverse	0
3R	FBgn0262290_mir-iab-8	16856275	16856342	reverse	0
3L	FBgn0262291_mir-956	11773731	11773878	reverse	0
2L	FBgn0262293_mir-2490	23168825	23168899	forward	1
X	FBgn0262297_mir-2496	2010300	2010417	forward	1
2R	FBgn0262300_mir-988	12158872	12158970	reverse	0
X	FBgn0262301_mir-979	19561837	19561931	forward	1
4	FBgn0262302_mir-954	626126	626212	forward	1
2R	FBgn0262307_mir-990	16895223	16895308	reverse	0
X	FBgn0262314_mir-978	19561236	19561327	forward	1
3R	FBgn0262315_mir-2493	15130754	15130859	reverse	0
2R	FBgn0262316_mir-986	8444982	8445081	forward	1
2L	FBgn0262317_mir-966	6045627	6045713	reverse	0
3R	FBgn0262319_mir-1000	25588859	25588958	reverse	0
2L	FBgn0262321_mir-960	5641063	5641155	forward	1
3R	FBgn0262323_mir-252	13464219	13464311	reverse	0
3R	FBgn0262327_mir-2281	14396399	14396501	reverse	0
3L	FBgn0262330_mir-193	21574014	21574121	forward	1
3R	FBgn0262331_mir-999	21798227	21798331	reverse	0
2L	FBgn0262332_mir-968	13747748	13747839	reverse	0
2L	FBgn0262333_mir-963	5641990	5642078	forward	1
2R	FBgn0262334_mir-992	20585314	20585405	reverse	0
X	FBgn0262335_mir-2492	11547422	11547497	forward	1
X	FBgn0262338_mir-2499	19557008	19557103	forward	1
X	FBgn0262339_mir-982	4365806	4365898	reverse	0
X	FBgn0262341_mir-976	19558895	19558991	forward	1
3L	FBgn0262351_CG43049	18925090	18926108	forward	1
2L	FBgn0262352_CG43050	13119294	13120767	forward	1
2L	FBgn0262353_CG43051	12507939	12508504	forward	1
2L	FBgn0262354_CG43052	14352077	14352619	forward	1
2L	FBgn0262355_lncRNA:CR43053	16944723	16945374	reverse	0
2L	FBgn0262356_CG43054	17627859	17628389	forward	1
2L	FBgn0262357_CG43055	4411155	4411824	forward	1
2L	FBgn0262358_CG43056	4437787	4438201	forward	1
2L	FBgn0262359_CG43057	8243323	8244003	reverse	0
2R	FBgn0262360_CG43058	13600645	13601099	reverse	0
3L	FBgn0262361_CG43059	8318542	8318966	reverse	0
3R	FBgn0262362_CG43060	8041224	8055970	forward	1
3R	FBgn0262363_CG43061	8049673	8050059	forward	1
3R	FBgn0262364_CG43062	11750333	11750916	forward	1
3R	FBgn0262365_CG43063	13086224	13086761	forward	1
3L	FBgn0262366_CG43064	11834721	11836721	reverse	0
3R	FBgn0262367_mir-13b-1	15417408	15417475	reverse	0
3L	FBgn0262368_mir-282	3251022	3251118	forward	1
X	FBgn0262369_mir-31b	8993305	8993431	reverse	0
2R	FBgn0262370_mir-7	20606067	20606154	forward	1
3L	FBgn0262371_mir-263b	15843406	15843495	reverse	0
2R	FBgn0262372_mir-3	19661595	19661663	reverse	0
3L	FBgn0262373_mir-9a	19565131	19565208	forward	1
2L	FBgn0262374_mir-2b-1	8258616	8258692	reverse	0
2L	FBgn0262375_mir-1005	4343696	4343756	forward	1
3L	FBgn0262376_mir-219	17315006	17315105	forward	1
2L	FBgn0262377_mir-2a-1	19569897	19569972	reverse	0
3R	FBgn0262378_mir-317	10091126	10091217	forward	1
3R	FBgn0262379_mir-1012	26861349	26861407	reverse	0
2R	FBgn0262380_mir-309	19661706	19661774	reverse	0
3L	FBgn0262381_mir-276b	10319785	10319883	forward	1
3R	FBgn0262382_mir-1010	22292879	22292949	forward	1
3R	FBgn0262383_mir-284	12551515	12551614	reverse	0
3R	FBgn0262384_mir-1014	31753524	31753591	reverse	0
2R	FBgn0262385_mir-307a	9621251	9621338	reverse	0
2L	FBgn0262386_mir-306	16698404	16698488	forward	1
3L	FBgn0262387_mir-190	8571799	8571898	forward	1
3R	FBgn0262388_mir-92b	25651398	25651497	forward	1
3R	FBgn0262389_mir-1017	24488612	24488682	forward	1
X	FBgn0262390_mir-303	4366179	4366248	reverse	0
2R	FBgn0262391_mir-184	13329402	13329501	reverse	0
2L	FBgn0262392_mir-1004	3767621	3767688	forward	1
3L	FBgn0262393_mir-33	19797961	19798059	forward	1
X	FBgn0262395_mir-12	15509473	15509546	forward	1
3L	FBgn0262396_mir-314	11773012	11773101	forward	1
3R	FBgn0262397_mir-2c	15417744	15417845	reverse	0
2L	FBgn0262398_mir-124	17566370	17566469	forward	1
2L	FBgn0262400_mir-287	17574610	17574702	forward	1
3L	FBgn0262401_mir-285	11946093	11946191	reverse	0
2R	FBgn0262402_mir-311	20583877	20583960	reverse	0
2R	FBgn0262403_mir-278	15657066	15657163	forward	1
3R	FBgn0262404_mir-996	29217184	29217280	forward	1
3R	FBgn0262405_mir-998	21621879	21622021	reverse	0
2L	FBgn0262406_mir-let7	18472034	18472111	forward	1
2R	FBgn0262407_mir-308	14215802	14215864	reverse	0
2R	FBgn0262408_mir-5	19661158	19661226	reverse	0
